user_id,product_id,rating,timestamp
A2JXVM40EIV9F6,B00093IIRA,5.0,2007-02-19
AN503ACH2N949,B004I5BUSO,5.0,2012-12-07
A3CD3LQQT05APQ,B0074BW614,4.0,2014-03-03
A5X444UZBWXW2,B00I03J1HM,2.0,2014-07-08
AHFMRGO3DMPEE,B00006JQ06,5.0,2008-04-28
A13EWTL0IX1G4N,B002V88HFE,5.0,2013-07-11
A31PP1LB2A8WR4,B001KN6WL2,1.0,2009-05-15
A34BZM6S9L7QI4,B005EJLFXI,3.0,2012-08-23
A26EYUAGV06AZP,B00INNP5VU,5.0,2014-05-04
A3HPCRD9RX351S,B00330O2U8,4.0,2010-12-31
A1ZXMMQPYC3Z9I,B003DNYW5A,4.0,2010-12-15
A63T7R9INPATG,B0011FQURK,1.0,2011-10-06
AGPVG6ZHO1FPJ,B001O9X9EU,5.0,2013-08-26
AD6IW4HGRY4M9,B002S53LJ2,5.0,2014-02-22
A27JXR6QL0I80S,B006EKIQYM,5.0,2012-11-08
AYZWH0EYHFTPG,B000LRMS66,5.0,2014-01-21
AT9BM7G3JGKKM,B000YBH4YU,4.0,2012-09-19
AA7L81AIMR3AP,B003WOL4VK,5.0,2012-06-04
A2RU4U1JZ3DMP5,B002JCSV8A,5.0,2012-05-20
A1I7B91RRJSCUB,B005KOZNBW,5.0,2013-07-09
A1YSW9PRT9HECP,B000VZCEUI,4.0,2009-03-19
A3A5MBN6BF5PZD,B003SX0P1A,5.0,2012-12-28
A2KQ9FU7M6IX2X,B000MS3VGA,3.0,2009-08-31
A1KXJCXS6HFRQZ,B001E1Y5O6,5.0,2010-12-11
A2UUB3HEWFX8FA,B0040702HA,2.0,2011-08-19
A1B1FUA0CR7LGK,B00H1OQX6I,2.0,2014-05-10
AYQYLXM9FCTDZ,B0081H8TRA,5.0,2013-02-28
A1AG4715US6IFS,B00406YHLI,5.0,2014-02-14
AZH3R2FFYHRHE,B00CD8ADKO,4.0,2014-04-03
A1QLG7L51PBPML,B003ES5ZUU,4.0,2013-12-02
A1RL1OTV8IJMVD,B002R5AM7C,2.0,2010-05-24
AI41T75WNFKBF,B005C31HC0,4.0,2013-09-06
A2HSR6AJSDG5X0,B00AWKC0JM,5.0,2014-04-20
A27Z4MOUODNR4A,B006ZZ2V9M,4.0,2013-02-22
A1XQHW9FK8EATS,B002WE6D44,5.0,2013-12-26
A3QNX5KWHDV0GD,B00889ST2G,5.0,2012-12-27
A2B1H61OAR00SB,B004WY83FO,5.0,2013-02-26
A35PL6PRWEZUA1,B002KFZSKA,5.0,2010-11-07
ADZF3QDGSZE7K,B003XIJ3MW,5.0,2013-10-28
A2AGI5DX5BKE7I,B005FUNYSA,5.0,2013-07-25
A6FIAB28IS79,B0011ZK6PC,5.0,2008-05-01
A1ZIIAOOIQYS3C,B004T0EQP2,4.0,2012-09-25
A1VZKPE95PCIS7,B003WOL4VK,4.0,2013-04-20
AI5208YCP6HCZ,B009A5204K,4.0,2013-08-02
A3LYRASFZDO261,B004IZN3WU,5.0,2011-05-02
ACSX5AIZE3MJ9,B008BDBPTS,2.0,2012-09-13
A31OQEN2R4QZKE,B005LFT3GG,5.0,2014-06-27
ALV36ZC8V0GZI,B003ES5ZUU,5.0,2014-01-08
A1NC86NFVMWNHN,B005CWJB5G,5.0,2012-12-15
AHVXOL1RUWYHR,B000ZH98LU,3.0,2009-02-24
A1ABFSMJXU2VPN,B000CKVOOY,1.0,2013-05-01
A3LLDR76NPRQUN,B00622AG6S,5.0,2012-12-27
ADLVFFE4VBT8,B003Y74AXO,3.0,2011-02-12
A368J2Q82G8ATM,B00009EHJV,3.0,2014-03-19
A3EDYCF19JDSTU,B00FDLHNHO,4.0,2014-05-22
ASI69ZJZ1SNAG,B000652M6Y,5.0,2013-03-02
A3KZ7OH4VRL048,B0015DYMVO,5.0,2013-05-08
AJJ4Z626IVKNZ,B000CRFOMK,5.0,2013-02-09
A1PKC189XN1Q8,B0057WXF6C,2.0,2013-11-30
A3EFJFOKHPWEUC,B0028ACYEK,2.0,2012-03-07
A2XJP3MRBSGYKT,B000LQFI2I,5.0,2012-02-03
A1CSXI7MKL6UKR,B003XE3X8Q,4.0,2014-07-01
A2IR4LOEB7ED49,B0087NZ31S,4.0,2013-07-08
A1GWUSPAM0RJVB,B0057WXF6C,5.0,2013-08-02
AKT8TGIT6VVZ5,B00BOHNYTW,5.0,2014-05-14
A3AYSYSLHU26U9,B002XVUTPK,5.0,2013-08-13
A12MY9RQ8J6R1B,B004M8SSZK,5.0,2014-03-06
A306YUQBEB2R9T,B003LVZO8S,5.0,2012-02-19
A19MGV2QL6QV88,B0049S6ZUS,5.0,2012-11-26
A1TXQEG79JAW1M,B003ES5ZUU,5.0,2011-01-17
A3CFM008T8ZZG5,B004YW7WCY,5.0,2013-12-06
A23WY8GAAF4EU8,B006Y0YZZ6,5.0,2013-02-05
A1JAPHNSJ1IJXG,B000204SWE,1.0,2005-12-31
A1414YWW0VUQCJ,B007PJ4P4G,5.0,2012-11-05
A3UJJGEVXNN8QW,B000O8I474,3.0,2013-04-20
A10FRGQSF4E5KE,B00EVVGAC6,4.0,2013-11-18
A34XRXHZ6BGEQD,B00DBV28TG,5.0,2014-07-16
AHOYFVT6IN2MH,B00330O2U8,5.0,2012-04-30
A1C5WS021EL3WO,B000CRFOMK,5.0,2013-05-09
AET8ZAVUSTU0E,B004RKQM8I,3.0,2013-08-08
A3GRRDOYGIEZ45,B000219896,5.0,2004-04-24
A1Q6DG2GQG1XZD,B005HFYE1O,5.0,2014-01-08
A3R4EUHH4CP8EL,B00E3W15P0,5.0,2014-02-01
A34CKIMZ969UW7,B001S2PPT0,5.0,2012-01-20
A2EI0UQG4OMUUR,B0015AARJI,5.0,2012-11-29
A3LGV5JXFSBFTL,B003ES5ZUU,5.0,2014-06-20
A3VIZRBK4EV15M,B003JTHN2W,5.0,2011-01-15
A1OGABPYBDGMO3,B002WE6D44,5.0,2011-12-10
A25QJBK33C4O0R,B008X9Z7N0,3.0,2013-02-25
A2MSMV0GGZ9TRN,B002HWRJY4,5.0,2012-11-20
A3OXOKIPNZJBWE,B001TH7GVE,5.0,2014-07-10
A1RRX286ZRI830,B005S6XUXA,5.0,2013-01-03
A1V2PLQ3G3RKZ9,B008CXTX7S,2.0,2014-01-09
A33XTZX64J7BOA,B00009EHJV,5.0,2014-02-26
A3LZVR1DWU894K,B0060B7NCG,5.0,2013-07-15
AI41T75WNFKBF,B008ALAHA4,5.0,2014-04-02
A8K8Y5CK447G4,B001CCAISE,5.0,2014-05-12
A17UNMURMLX0ZE,B0056YNA2A,5.0,2011-08-25
AYZCAH8GJ0T6J,B0039BPG1A,4.0,2013-05-21
A2Z98DY5UHVSPD,B002VPE1Q6,5.0,2014-06-09
A39RYTM5FN8OY2,B00DVFLJDS,5.0,2013-10-24
AJH2WWLY2F5RG,B003FZA1OW,5.0,2012-12-28
A3J3OCM6PPWNRY,B0055YB5IC,5.0,2011-09-12
A252E790P52XNM,B004T9RR6I,1.0,2012-07-27
AVPNQUVZWMDSX,B004ZF0PXI,4.0,2011-10-31
A2J0W1PN7FKAY8,B000WXSO76,2.0,2012-07-26
A3OYO7B6SS7QLH,B0056TYRMW,5.0,2013-07-15
A2W9I628I6SE1U,B009YQ8BTI,5.0,2013-08-15
A3V0YR50F1XSKP,B002XVUTPK,5.0,2013-08-10
AAQ9NJ480N9W5,B003EM0RM2,5.0,2014-04-16
A1WK48IM3A3ZV,B003ZBZ64Q,4.0,2014-03-17
ALEG9QCIUWK81,B004OB0EBQ,2.0,2013-02-26
A3PT3EUML4ELMC,B0017JY5FE,1.0,2013-06-16
A3P6B2N7Q0FUSN,B005C31HC0,5.0,2013-08-07
A1P9O5CR4BPP1H,B007P4VOWC,5.0,2013-04-28
AOCBGDKF09QLU,B00B588HY2,5.0,2013-11-12
AZAE6KYD7EM0G,B0077EVNY4,4.0,2013-08-01
AQBER2BLR3XZS,B0015C30J0,3.0,2013-10-02
A1ZEJS2DRTWNP7,B003ELYQGG,5.0,2013-11-26
AVFJ327UXPXLF,B006ZP8UOW,3.0,2013-11-20
A26EYUAGV06AZP,B000N99BBC,5.0,2014-02-03
AEJAGHLC675A7,B00829THK0,5.0,2013-04-19
A1BP3RPXTBUP6,B00006HSBC,4.0,2014-02-11
AHOYFVT6IN2MH,B00CPGYNV4,5.0,2014-05-11
AI5208YCP6HCZ,B00APCMMDG,3.0,2014-01-21
A3V0YR50F1XSKP,B002TLT10I,5.0,2013-12-27
A21XUDC9QBLLSI,B000V0ET92,5.0,2013-11-05
ABSYIF0ONC2AF,B000A6NV0U,4.0,2007-08-06
A3EFSLEMHNPP6A,B00FNPD1OY,5.0,2014-01-12
A2DGDTRCYBBNRI,B002S53LJ2,3.0,2013-11-26
A31N0XY2UTB25C,B003SX0P1A,5.0,2012-12-02
A2ASNOYJJ8RLIQ,B000WBQOZW,5.0,2007-01-05
A3O00BUEBIFVAR,B003VAHYTG,5.0,2012-12-07
A2ETF091JM0K7L,B00BF9MUAS,4.0,2014-01-25
AQ8ATZLT4GJVZ,B0002GRL7M,5.0,2013-02-27
A1TS2KWXWMSRJH,B003MVMTDA,5.0,2014-03-06
A3HQKJ7S1U19P7,B000BQ7GW8,5.0,2013-12-31
A1GGYYMXEF2KS,B001D7REIK,5.0,2010-05-17
A3H2KJUTKEDL84,B004T0EQP2,5.0,2013-12-10
ABQWMANK4AR63,B00DTPYRTI,5.0,2014-02-09
A8FKL1DHTHC12,B00009XVCZ,5.0,2012-02-21
AFBCLSV2IRMNN,B008YRG5JQ,1.0,2013-03-12
A392UNQYS7TNEP,B003FVVMS0,5.0,2013-03-12
AYZWH0EYHFTPG,B007Q45EF4,5.0,2014-01-24
A25QU22DONCBII,B005LDLP8W,5.0,2013-11-26
A1EBLTN846SLV8,B009SYZ8OC,5.0,2014-03-09
A2D8RJKP1M8550,B00DR0PDNE,5.0,2014-01-22
A334IB2XLPKQ6U,B000WL6YY8,4.0,2013-10-20
AGDPBPFOGYHXZ,B001XURP7W,5.0,2013-03-23
A59HY11LFMSL8,B001QTXL82,5.0,2009-03-26
A25N8CCT0QE7JL,B007WTAJTO,5.0,2014-03-02
A33HIV8RXRDM88,B004BQTTE2,5.0,2011-03-08
A2T94G7C9ZI32T,B00DR0PDNE,5.0,2013-09-08
A2J8DE8R94ZB02,B00834SJNA,1.0,2012-06-29
AZW7PDA9PBDO,B007MXGG5Q,5.0,2012-09-11
A11SWG9T60IQH8,B004CLYEH8,5.0,2011-02-25
A29ZVYCW9PKVIA,B004G6002M,5.0,2012-12-14
A2UGNWB1NTWWP7,B00AWKC0JM,3.0,2013-08-03
A3CW0ZLUO5X2B1,B004CLYEE6,4.0,2012-08-31
A33YXKB8FWVG25,B0041Q38NU,5.0,2013-10-30
AG4GZZJCR9KHB,B001QUA6RA,5.0,2012-08-10
A3SX5MZTCZRQLF,B002FB7IX4,4.0,2009-11-18
A1MZL91Z44RN06,B000652M6Y,5.0,2011-12-12
A3V58EQRTBM4Z,B007WTAJTO,1.0,2012-06-08
AN8JC5CWXJV0Z,B004XC6GJ0,4.0,2014-03-17
A26SBERFSTW1UC,B009NHAF5G,5.0,2013-02-27
A127FTD2Q7I38H,B005CLPP8E,5.0,2013-12-08
A196WWEMCULYKW,B004G6002M,5.0,2012-11-03
AZMY6E8B52L2T,B00IF70QCW,5.0,2014-07-22
A3VTOLNB5N6FVP,B0076POAJE,5.0,2012-03-20
ARJ27NMILTKQ5,B000I23TTE,5.0,2013-08-06
A2O421DTA8J0RW,B0079UAT0A,4.0,2012-08-21
A20L9N5ZJZIQXN,B007C0Y8NQ,4.0,2012-08-16
A2G2R6ATW30D28,B008DW95NA,1.0,2013-05-20
A359OTH970W9QW,B003IVZVDO,4.0,2011-02-20
AR7449Y7NT77Y,B003SWLRLS,1.0,2013-08-08
A7LLBR5L50ECQ,B00906E03I,5.0,2013-06-27
A3MUSWDCTZINQZ,B00834SJNA,4.0,2012-07-11
AAEVGE52KL0DJ,B004GF8TIK,5.0,2012-12-28
ADFO3RCVTA15,B002YIG9AQ,4.0,2014-01-10
AV3E6XNTB4RV5,B003RV4AYQ,3.0,2012-04-19
A7EJERNB7IK3Z,B003RV4AYQ,5.0,2011-01-14
A2SDHVR2OIW9M1,B00DB9WCR6,3.0,2014-04-26
ABSYIF0ONC2AF,B003QKBVYK,3.0,2011-07-21
A7ZJ4D4Y01W4X,B0077EVNY4,5.0,2013-10-29
A26ZHHLCZVUOAS,B003ES5ZUU,5.0,2014-01-07
A1U75DBAUXQKE3,B004Q3R9AQ,5.0,2011-09-20
A1L7H5MPBT4J3X,B000WAHFBK,5.0,2011-03-18
A3LEOOHVAH6TWO,B000JMJWV2,5.0,2009-03-02
A1JQ7K37IVD50C,B00DB9WCR6,5.0,2014-04-07
A1UINGIK3UG77D,B003ES5ZQE,5.0,2010-11-23
A31WG0W5QMX2JJ,B0074BW614,4.0,2013-06-11
A2GFWZCD0S56AA,B0028ACYEK,5.0,2012-01-17
A2VAD79S4A06DD,B004CLYEE6,5.0,2011-02-09
AQE90JFP7HUVU,B00F0DD0I6,5.0,2014-06-04
A3OZA8HNJM26DC,B008ALAHA4,5.0,2013-11-23
AZAE6KYD7EM0G,B004NY9UV4,4.0,2013-08-01
A6JTTFGFDDYLZ,B003KPBRRW,4.0,2013-03-11
AQBER2BLR3XZS,B003N7P6TC,4.0,2013-01-26
A2Y1QZA3AGBJQI,B00DBV28TG,5.0,2013-08-26
A1B0YO04O40C3M,B002VPE1QG,5.0,2013-12-13
A2696BLM4C3USU,B003Y5T464,5.0,2011-12-22
AY3D7DG5L5WCK,B00B2HCLL6,5.0,2013-04-25
A2V9DTXTQ5YIMK,B004XZL980,5.0,2011-12-16
A27TN8D0CZ8LUY,B004GUS4WG,5.0,2014-02-24
A3HQAPXAJV7PRX,B00825BZUY,4.0,2013-02-23
A3PLZLAXNFVNQ0,B002KFZSKA,4.0,2011-10-05
AX7SZ0O08N48E,B003VZ7GEY,2.0,2013-05-08
AE19NI258XFCN,B0039BPG1A,4.0,2014-05-26
A2W3WWVETOMJBS,B000IN09C8,5.0,2013-04-29
AEZJKRJXEP2XS,B00EVVGAC6,2.0,2014-04-24
AZ6GWYXK6IR84,B003HFCDLY,5.0,2013-03-26
A2OKRGHIYTBQ6P,B005GGTTZ0,5.0,2013-09-20
AR0GJX39FB0V5,B00479SVBU,2.0,2013-01-28
A22QY6P4J8DCII,B00829TIA4,4.0,2013-01-15
A1AU8LHN3TODP0,B00DR0PDNE,5.0,2014-06-16
A3NJNHTLUL7K8V,B006ZS5ATM,2.0,2012-06-14
A1GBML3S1GH765,B0002Y5WZC,5.0,2014-06-15
A2CJ6BOXPMVDZ9,B000WAHFBK,2.0,2013-01-30
A2MJK3LXJJ9MAQ,B005S6XUXA,5.0,2013-01-12
A1DH4PTG660JI1,B004J3V90Y,5.0,2012-04-05
AG2YXYIQ8TLTA,B000204SWE,5.0,2009-08-15
A1O6CS7SXLGUWZ,B000EW8074,5.0,2008-05-16
A2OJ3BARFEFAW,B002QXZPFE,5.0,2013-05-26
A2T94G7C9ZI32T,B005GGTTZ0,4.0,2013-06-03
AY7TAFU06CRZI,B000IN09C8,5.0,2008-10-30
ADFO3RCVTA15,B003ES5ZUU,5.0,2013-07-07
A2OWR5G2OAQF7C,B004BQTTE2,5.0,2011-02-28
A35NQ2VG1S0G8H,B0075W8E4A,3.0,2012-09-01
A1901NTE8LFJF6,B005DKZTMG,3.0,2013-05-17
A2U583VJW1XN83,B004JWA70I,5.0,2013-05-30
A1EX7MNFZYL58,B00017LSPI,5.0,2014-01-23
A1HOZOARZF0LQD,B0051G5SBY,4.0,2013-05-25
A3BPYLAJ3NI0ML,B0007XJSQC,5.0,2009-10-30
A3MZ092W9K5PHZ,B00565T3ZW,3.0,2012-08-26
A1B4PVWSTRVH3Y,B004HT6TS2,1.0,2012-03-24
A6VXZ1EEPRTLV,B003CY0SR6,4.0,2012-07-04
A3D6N44J8SJXF1,B001TH7GUU,5.0,2013-07-31
A2XAU933PLBLJZ,B003VAHYTG,5.0,2012-12-09
A3JX4CJGXEJWVH,B00INNP5VU,5.0,2014-06-25
A1VH23UTJ0HZ,B001CCAISE,5.0,2012-02-08
A378ERXCUZ7ICO,B0001FTVEK,3.0,2013-06-22
A3UP19I6HSILR9,B00871SR68,5.0,2012-10-28
A3LV0S0100ZR52,B0054JJ0QW,5.0,2011-12-06
A3QK89QEAZI89A,B002U1ZBG0,5.0,2013-11-23
A1A0DYYXZHF4RJ,B005EIGUD4,5.0,2013-03-05
A3M0NK5L2YLMCQ,B00006JQ06,3.0,2013-04-26
A3M7BCQKSQAK4L,B00HGLOQ24,4.0,2014-06-17
A1LA4K5JF78BER,B007Q8GOGI,4.0,2012-07-15
AVU1ILDDYW301,B002J9HBIO,2.0,2010-03-25
A3F7SSPP2M257N,B00172M8HS,5.0,2014-03-13
A2V1KIEKXRI94W,B003U7URH6,5.0,2013-06-14
A2QU8W10OC4SQ6,B000LRMS66,5.0,2010-11-29
A2I7GAO9HAZS9V,B00E3W15P0,5.0,2014-04-09
AY6A8KPYCE6B0,B004TPJKEY,2.0,2012-01-10
A17BUUBOU0598B,B0011FQURK,4.0,2008-04-07
A22JRVAY052312,B004F488Z6,5.0,2014-01-12
A31HOWJKEIY037,B002J9HBIO,5.0,2013-11-07
A2B2VMTOJUEI99,B0019EHU8G,5.0,2009-04-01
APWO2WQ7J6TZH,B0088CJT4U,5.0,2013-11-10
A11GRINF3GMNF9,B007I5JT4S,5.0,2014-06-28
ACJJAZXYC9K6X,B002V88HFE,5.0,2011-06-26
A1JA1P53VHJ023,B004CG11SS,5.0,2012-06-20
A3OZA8HNJM26DC,B001TUYTZM,3.0,2013-11-26
A1GZHVBEF2MDGR,B002R9CQYK,5.0,2012-11-28
A2PXK47ZONLYTG,B004YW7WCY,4.0,2014-01-15
AV7157D6PM3W9,B004SBBDD0,4.0,2013-10-29
A3F81TPV4IQ2BG,B00004THCZ,5.0,2013-02-02
A1UJ1KOPZBVMOE,B003ES5ZUU,5.0,2013-01-06
A3BI8LP14PUYAG,B001DVZXC0,4.0,2012-12-11
A8ZSTQMGQZP5V,B002YIG9AQ,5.0,2013-06-27
A12I1E0HR3BKY7,B001TH7GUU,5.0,2013-07-20
A1H7EL3C27A4LL,B009SYZ8OC,5.0,2014-01-27
A3AP6SCOOQ07HQ,B003MVMTDA,5.0,2013-05-09
AA98O5326L88T,B003DNYW5A,4.0,2011-12-02
A1S7BFT0HDF3HA,B00834SJSK,4.0,2012-09-26
AS1CF5W7OHYZY,B001XHBNN2,5.0,2012-12-20
A1ZU09TQ1TGWEX,B0026ZPFCK,4.0,2013-12-09
A10QWQ0IY1OUNM,B002S53LJ2,4.0,2011-12-22
A2PVYNQH5G5FMJ,B00066IJPQ,5.0,2009-12-14
A90L9WIBHWSF5,B00DBV28TG,5.0,2013-12-26
AJDANYPEGZIAJ,B0074BW614,4.0,2012-11-02
A1R76R4E6A8S3B,B002SQK2F2,4.0,2010-08-18
A117GU6HR5DHER,B0015AARJI,5.0,2014-01-09
A27M75LRSJ788H,B003IVZVDO,5.0,2013-02-11
A1XO7U772X6AAG,B003DZ165W,4.0,2013-12-30
A3EDW6D2WP1LDJ,B0079UAT0A,5.0,2013-01-10
A27ADCSD15F3GL,B008BDBPTS,5.0,2012-11-07
A145B8OHVNNFAJ,B0063705PE,1.0,2012-05-17
A149R6JV5I5867,B0088CJT4U,5.0,2014-05-28
AN8JC5CWXJV0Z,B0049YQVHE,4.0,2014-03-17
A2IUMYJI11640X,B004NYB684,3.0,2014-03-24
A3O47HA8RH6FT6,B000VX6XL6,5.0,2014-03-16
A2V9ULRWMX9WEJ,B000A6PPOK,3.0,2014-03-24
A3F76PAIBU53YC,B0060B7NCG,5.0,2013-12-27
AFBZW62BFRLNF,B005DKZTMG,5.0,2012-12-14
AQSV34W54L0VO,B00BT0IVRO,5.0,2013-07-06
A31TT5GZM82PME,B000HZGQ9C,5.0,2007-04-13
A39H8B6CTVS93P,B003CVOK28,4.0,2011-07-19
A3ACHJERBFF8N0,B002RCNX8K,5.0,2013-11-30
A1GZHVBEF2MDGR,B005HMKKH4,5.0,2012-11-28
AHO0FAI4KMBPX,B004F488Z6,5.0,2011-12-18
A1U5NWJOYH2QQH,B00007KDVI,1.0,2005-08-21
A3SF7GM1NCU0BM,B0013G8PTS,2.0,2013-05-04
A3LGT6UZL99IW1,B004TPJKEY,5.0,2011-11-21
AIJXFWDBODEMB,B0071BTJPI,4.0,2013-07-22
AIVGHFRE1YCLM,B000A6PPOK,4.0,2014-01-04
A3C67YYQ9S1BEE,B0089ZV1WY,4.0,2013-01-07
A4HV1JDH6VNMG,B009VV56TY,5.0,2013-09-03
A14QZ4VSL4Y24E,B00906E03I,5.0,2014-07-12
A3A1UXK2A34J9X,B00BNIO4H8,5.0,2014-03-16
A1M15HAT5S763F,B001ISKNKA,5.0,2009-12-01
AUH9ZVPYXNRMY,B004XZL980,5.0,2014-01-16
A2KQQEDHOU1WJF,B002LITI8E,5.0,2012-08-14
A2PYX5I8G8ZZDK,B0074FGLUM,5.0,2013-10-28
A395C200US350X,B00871SR68,5.0,2013-01-03
A7Y3U8WC07YZU,B00007GQLS,4.0,2008-02-25
AJJ4Z626IVKNZ,B0057OCDQS,5.0,2013-08-06
A25UZ7MA72SMKM,B0002L5R78,5.0,2010-06-17
A20D7AIXC4SECL,B0015AARJI,5.0,2012-12-26
A1S27P7KJO9I96,B000HI9O5W,4.0,2007-11-16
AGJ0DW8O7D9FL,B004KU0RJK,2.0,2014-02-25
ATN4J5VS8Q0YM,B0054L8N7M,5.0,2011-08-16
A22S7D0LP8GRDH,B00B46XUQU,5.0,2009-11-14
AHVXOL1RUWYHR,B005KOZNBW,3.0,2013-06-26
A2XYZ4LU9XIG5D,B0039NLS4C,5.0,2011-06-24
A25QJBK33C4O0R,B00HPM1G8Q,4.0,2014-03-01
A1RRX286ZRI830,B0074BW614,5.0,2013-01-03
A35MQRWIGJ3MPC,B007WTAJTO,5.0,2013-09-11
A2AGFZRQI1BZMV,B00825BZUY,5.0,2014-02-14
A1211XCM09HR3E,B002VPE1QG,3.0,2014-05-21
A9T051NCT02QH,B000WXSO76,5.0,2009-07-27
A2C9ZOF0R2JQTO,B00C8OT7FK,5.0,2014-07-12
A23S7MX848W607,B002FFT8Z6,5.0,2013-02-03
A36COCV5K2KYZ2,B003YFHE9I,5.0,2013-11-06
A3ORKNPSSIWTR2,B001F7ARTQ,5.0,2012-01-27
A2EF8N7ZE7ONWX,B00486MH80,4.0,2011-04-25
A1JLOMJKCXAHFU,B002JPITXY,5.0,2012-07-28
A1HJISB0NCF2V0,B003ES5ZUU,5.0,2013-06-20
AOMVLDY12N1CQ,B001MSU1FS,5.0,2011-11-17
A2ROB5WK7RU7H0,B0087NZ31S,5.0,2013-01-05
A34ZI8UUHWXVGS,B002ZAVVHY,5.0,2013-10-30
A2RU4U1JZ3DMP5,B00017LSPI,4.0,2011-10-03
A1S5XHBZIYOGRE,B004IZN3WU,4.0,2012-08-19
AWR3RVYUJFNKC,B0017JY5FE,5.0,2013-12-17
A37HO9KMMB0JYU,B005FVNGRI,5.0,2014-06-20
A3BY5KCNQZXV5U,B004NY9UV4,4.0,2013-01-24
A384G18UX8V88H,B008DW95NA,5.0,2013-03-07
A3A2M8PBGGTH0W,B0071BTJPI,5.0,2013-10-19
ARBKYIVNYWK3C,B00006HQR8,5.0,2010-07-12
AQNPM70VC88MV,B000V0ET92,4.0,2012-04-29
AQQZ95DB1B4G4,B00CSIOLXY,3.0,2014-07-13
A1CENILVYMJGN4,B00AAKLFHM,1.0,2014-01-23
A26ADVY1B04F6K,B0081H8TRA,5.0,2012-06-30
A7LLBR5L50ECQ,B004T9RR6I,5.0,2013-06-27
A15NSG16V2LJ8N,B001AI6CNK,3.0,2010-02-24
A20HC36ONMN4S4,B005FVNGRI,2.0,2013-08-16
A3OXHLG6DIBRW8,B002SFDJMQ,5.0,2009-12-12
A12XDEMP7PQPDT,B001KN6WL2,4.0,2010-07-14
A1OPH69PPX522E,B0006BKH3S,4.0,2005-12-11
A3N3NTVA3L7QFA,B00093IIRA,5.0,2008-01-16
AEZJTA4KDIWY8,B001TH7GVE,5.0,2013-03-03
A34QA8I4PMBU7S,B006W8U2MU,5.0,2014-03-27
A259MPG6SOL02P,B00BGGDVOO,5.0,2014-01-13
A2MG1UT2BB4O37,B0036RDVRI,5.0,2011-06-02
AZQFM7JM1KUO9,B00D02AG7C,4.0,2013-10-24
AILCWT1IIP7ZT,B000A6PPOK,5.0,2005-10-18
ASY4YLO36SK7E,B003ELYQGG,5.0,2012-11-22
A17ZBQQVFY019P,B0049YQVHE,4.0,2011-07-12
A2WHHCP150YKI3,B0009YDP7W,5.0,2012-06-08
A3F9CMU8KNAY1M,B001TH7GSW,5.0,2009-10-14
A2WXV48O45AJ52,B004M8SSZK,5.0,2013-06-01
A1Z16630QMH8Q6,B003KPBRRW,5.0,2010-07-23
A1J5HIF41ENSMZ,B004T9RR6I,4.0,2012-04-25
AR9C168S3IW4T,B009O7YUF6,4.0,2013-12-06
A3O4EQFELGATWJ,B0034CL2ZI,5.0,2013-07-11
A1ZBEIL78MLR9Z,B00D856NOG,1.0,2014-03-06
A3BMMECEXA3AGZ,B0058AH2US,5.0,2013-10-25
A1BU9UO0VJ4CCL,B000BQ7GW8,4.0,2012-12-17
AOIIE5LPA1IYM,B003ES5ZUU,5.0,2011-10-29
A2PREU4LOFQRB1,B003WUBIZQ,5.0,2012-08-04
A2G82I9C3H2V2P,B001F7AHOG,5.0,2009-12-03
